1419.840,3.90
1419.848,4.40
1419.856,6.50
1419.863,11.40
1419.871,20.60
1419.879,34.90
1419.887,55.30
1419.895,74.30
1419.902,106.00
1419.910,105.10
1419.918,105.70
1419.926,105.60
1419.934,105.80
1419.942,105.60
1419.949,105.50
1419.957,105.50
1419.965,106.10
1419.973,105.60
1419.981,106.20
1419.988,106.30
1419.996,107.10
1420.004,106.50
1420.012,107.90
1420.020,106.00
1420.027,106.10
1420.035,106.40
1420.043,106.00
1420.051,106.40
1420.059,106.20
1420.067,106.90
1420.074,106.10
1420.082,106.50
1420.090,106.10
1420.098,106.50
1420.106,106.50
1420.113,106.60
1420.121,107.10
1420.129,106.80
1420.137,107.00
1420.145,106.60
1420.152,106.50
1420.160,106.60
1420.168,106.90
1420.176,106.70
1420.184,106.90
1420.192,106.90
1420.199,106.80
1420.207,107.00
1420.215,107.00
1420.223,107.40
1420.231,107.10
1420.238,107.20
1420.246,106.70
1420.254,107.20
1420.262,107.20
1420.270,106.80
1420.277,107.50
1420.285,107.40
1420.293,107.20
1420.301,107.50
1420.309,107.90
1420.317,107.60
1420.324,108.20
1420.332,108.50
1420.340,108.60
1420.348,109.10
1420.356,110.50
1420.363,112.30
1420.371,114.00
1420.379,116.30
1420.387,118.00
1420.395,118.60
1420.402,119.80
1420.410,119.70
1420.418,119.60
1420.426,119.80
1420.434,119.30
1420.442,118.90
1420.449,119.00
1420.457,118.60
1420.465,118.60
1420.473,118.30
1420.481,118.30
1420.488,117.70
1420.496,117.50
1420.504,116.90
1420.512,118.30
1420.520,118.40
1420.527,119.20
1420.535,120.20
1420.543,121.00
1420.551,122.10
1420.559,122.10
1420.567,122.20
1420.574,122.00
1420.582,122.30
1420.590,121.40
1420.598,120.60
1420.606,119.70
1420.613,118.90
1420.621,117.90
1420.629,117.20
1420.637,116.00
1420.645,114.90
1420.652,115.10
1420.660,114.10
1420.668,114.00
1420.676,112.90
1420.684,112.40
1420.692,111.70
1420.699,110.90
1420.707,110.60
1420.715,110.60
1420.723,110.60
1420.731,110.80
1420.738,111.20
1420.746,110.20
1420.754,110.70
1420.762,110.90
1420.770,111.20
1420.777,111.00
1420.785,110.70
1420.793,110.30
1420.801,109.70
1420.809,109.30
1420.817,109.70
1420.824,109.00
1420.832,109.00
1420.840,109.10
1420.848,109.00
1420.856,108.80
1420.863,108.70
1420.871,108.40
1420.879,108.50
1420.887,109.00
1420.895,107.90
1420.902,108.60
1420.910,108.30
1420.918,108.20
1420.926,107.90
1420.934,108.50
1420.942,73.10
1420.949,52.70
1420.957,33.20
1420.965,18.10
1420.973,8.30
1420.981,3.00
1420.988,0.80
